
SetupTitle, FET-vovbg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absIdd, absIbg
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Idd), abs(Ibg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -30
TestParameter, Output.Graph.XAxis.Right, 30
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absIdd, absIbg, Vo
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -10
TestParameter, Output.Graph.YAxis.Top, 1, 1, 10
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, false
TestParameter, Output.List.Data, Vbg, Vdd, Ibg, Idd, absIdd, absIbg, Vo, Io1
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/04/2022 11:49:55
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 8
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e2594e0c-93d9-47b1-9350-8e9c95a050d0
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdd, absIbg, Vo
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, V
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.2E-07, 8.6E-13, 0.86
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.4E-05, 1.4E-10, 1.8
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 36549.68421052632
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 36549.68421052632
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 36549.68421052632
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 36549.68421052632
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 36549.68421052632
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HP, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=3 V, Step=30 mV, No. of Steps=101, Compliance=10 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:HR, Name=Vdd, Source Mode=V, Source=3 V, Compliance=1 mA	[CONSTANTS] Unit=SMU3:HR, Name=Io, Source Mode=I, Source=10 pA, Compliance=10 V	[CONSTANTS] Unit=SMU1:HP, Name=V1, Source Mode=V, Source=0 V, Compliance=1 A
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		1	1	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vbg, Vdd, Ibg, Idd, absIdd, absIbg, Vo, Io1
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A, A, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, FET-vovbg
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vbg, Vdd, Ibg, Idd, Vo, absIdd, absIbg, Io1
DataValue, 0, 3, 8.4900000000000012E-12, 3.9059E-06, 1.26556, 3.9059E-06, 8.4900000000000012E-12, 
DataValue, 0.03, 3, -5.69E-12, 3.7671000000000003E-06, 1.27336, 3.7671000000000003E-06, 5.69E-12, 
DataValue, 0.06, 3, -3.38E-12, 3.5168000000000004E-06, 1.2796399999999999, 3.5168000000000004E-06, 3.38E-12, 
DataValue, 0.09, 3, -8.12E-12, 3.2266E-06, 1.28352, 3.2266E-06, 8.12E-12, 
DataValue, 0.12, 3, -8.97E-12, 3.0047000000000002E-06, 1.29484, 3.0047000000000002E-06, 8.97E-12, 
DataValue, 0.15, 3, -1.642E-11, 2.7739000000000002E-06, 1.30012, 2.7739000000000002E-06, 1.642E-11, 
DataValue, 0.18, 3, -1.8180000000000002E-11, 2.6066E-06, 1.31144, 2.6066E-06, 1.8180000000000002E-11, 
DataValue, 0.21, 3, -1.737E-11, 2.5424000000000004E-06, 1.33096, 2.5424000000000004E-06, 1.737E-11, 
DataValue, 0.24, 3, -3.106E-11, 2.375E-06, 1.3353599999999999, 2.375E-06, 3.106E-11, 
DataValue, 0.27, 3, -3.106E-11, 2.1368E-06, 1.33372, 2.1368E-06, 3.106E-11, 
DataValue, 0.3, 3, -4.4370000000000004E-11, 1.9504E-06, 1.3462399999999999, 1.9504E-06, 4.4370000000000004E-11, 
DataValue, 0.33, 3, -4.276E-11, 1.9272000000000004E-06, 1.36748, 1.9272000000000004E-06, 4.276E-11, 
DataValue, 0.36, 3, -4.916E-11, 1.8289000000000002E-06, 1.3848, 1.8289000000000002E-06, 4.916E-11, 
DataValue, 0.39, 3, -4.9990000000000007E-11, 1.6998000000000002E-06, 1.39072, 1.6998000000000002E-06, 4.9990000000000007E-11, 
DataValue, 0.42, 3, -4.9390000000000003E-11, 1.5279000000000002E-06, 1.413, 1.5279000000000002E-06, 4.9390000000000003E-11, 
DataValue, 0.45, 3, -5.422E-11, 1.4344000000000002E-06, 1.4115199999999999, 1.4344000000000002E-06, 5.422E-11, 
DataValue, 0.48, 3, -5.437E-11, 1.3477E-06, 1.42648, 1.3477E-06, 5.437E-11, 
DataValue, 0.51, 3, -5.884E-11, 1.2980000000000001E-06, 1.45196, 1.2980000000000001E-06, 5.884E-11, 
DataValue, 0.54, 3, -7.0700000000000012E-11, 1.2422000000000002E-06, 1.47236, 1.2422000000000002E-06, 7.0700000000000012E-11, 
DataValue, 0.57000000000000006, 3, -7.0570000000000008E-11, 1.1432000000000001E-06, 1.4802, 1.1432000000000001E-06, 7.0570000000000008E-11, 
DataValue, 0.6, 3, -7.4510000000000009E-11, 1.0907000000000002E-06, 1.5018799999999999, 1.0907000000000002E-06, 7.4510000000000009E-11, 
DataValue, 0.63, 3, -7.146E-11, 1.0680000000000002E-06, 1.5258399999999999, 1.0680000000000002E-06, 7.146E-11, 
DataValue, 0.66, 3, -7.904E-11, 9.8192E-07, 1.54996, 9.8192E-07, 7.904E-11, 
DataValue, 0.69000000000000006, 3, -8.7160000000000012E-11, 9.159E-07, 1.55752, 9.159E-07, 8.7160000000000012E-11, 
DataValue, 0.72, 3, -8.6120000000000009E-11, 8.5144E-07, 1.5804399999999998, 8.5144E-07, 8.6120000000000009E-11, 
DataValue, 0.75, 3, -9.155000000000001E-11, 8.1656E-07, 1.59836, 8.1656E-07, 9.155000000000001E-11, 
DataValue, 0.78, 3, -7.551E-11, 7.5256E-07, 1.61208, 7.5256E-07, 7.551E-11, 
DataValue, 0.81, 3, -7.296E-11, 7.7002E-07, 1.65048, 7.7002E-07, 7.296E-11, 
DataValue, 0.84, 3, -8.324E-11, 7.0284E-07, 1.66788, 7.0284E-07, 8.324E-11, 
DataValue, 0.87, 3, -9.8960000000000013E-11, 6.9296E-07, 1.6861199999999998, 6.9296E-07, 9.8960000000000013E-11, 
DataValue, 0.9, 3, -9.2260000000000013E-11, 6.2596E-07, 1.6938, 6.2596E-07, 9.2260000000000013E-11, 
DataValue, 0.93, 3, -9.2E-11, 6.1664E-07, 1.72528, 6.1664E-07, 9.2E-11, 
DataValue, 0.96, 3, -8.0030000000000007E-11, 5.5522E-07, 1.73648, 5.5522E-07, 8.0030000000000007E-11, 
DataValue, 0.99, 3, -8.847E-11, 5.6196E-07, 1.76236, 5.6196E-07, 8.847E-11, 
DataValue, 1.02, 3, -9.5910000000000008E-11, 5.3628E-07, 1.78932, 5.3628E-07, 9.5910000000000008E-11, 
DataValue, 1.05, 3, -8.906E-11, 4.9644E-07, 1.80192, 4.9644E-07, 8.906E-11, 
DataValue, 1.08, 3, -6.9350000000000011E-11, 4.2278E-07, 1.8206799999999999, 4.2278E-07, 6.9350000000000011E-11, 
DataValue, 1.11, 3, -8.106E-11, 4.0922E-07, 1.83816, 4.0922E-07, 8.106E-11, 
DataValue, 1.1400000000000001, 3, 3.6320000000000004E-11, 3.7404E-07, 1.8546799999999999, 3.7404E-07, 3.6320000000000004E-11, 
DataValue, 1.17, 3, -7.2850000000000012E-11, 4.0678E-07, 1.7609599999999999, 4.0678E-07, 7.2850000000000012E-11, 
DataValue, 1.2, 3, -9.0250000000000011E-11, 4.6018E-07, 1.47236, 4.6018E-07, 9.0250000000000011E-11, 
DataValue, 1.23, 3, -8.8180000000000012E-11, 5.2476E-07, 1.3885999999999998, 5.2476E-07, 8.8180000000000012E-11, 
DataValue, 1.26, 3, -1.0366000000000001E-10, 5.8542E-07, 1.36604, 5.8542E-07, 1.0366000000000001E-10, 
DataValue, 1.29, 3, -8.8E-11, 6.4998E-07, 1.36896, 6.4998E-07, 8.8E-11, 
DataValue, 1.32, 3, -8.255E-11, 7.5113999999999994E-07, 1.33832, 7.5113999999999994E-07, 8.255E-11, 
DataValue, 1.35, 3, -7.324000000000001E-11, 8.333E-07, 1.32908, 8.333E-07, 7.324000000000001E-11, 
DataValue, 1.3800000000000001, 3, -9.0500000000000011E-11, 8.8548E-07, 1.35124, 8.8548E-07, 9.0500000000000011E-11, 
DataValue, 1.41, 3, -8.2750000000000012E-11, 1.00864E-06, 1.33228, 1.00864E-06, 8.2750000000000012E-11, 
DataValue, 1.44, 3, -9.509E-11, 1.11498E-06, 1.33524, 1.11498E-06, 9.509E-11, 
DataValue, 1.47, 3, -1.0037000000000001E-10, 1.2329E-06, 1.3319999999999999, 1.2329E-06, 1.0037000000000001E-10, 
DataValue, 1.5, 3, -7.679E-11, 1.3180000000000001E-06, 1.33788, 1.3180000000000001E-06, 7.679E-11, 
DataValue, 1.53, 3, -8.572E-11, 1.4611E-06, 1.34568, 1.4611E-06, 8.572E-11, 
DataValue, 1.56, 3, -7.9200000000000008E-11, 1.5903000000000003E-06, 1.34604, 1.5903000000000003E-06, 7.9200000000000008E-11, 
DataValue, 1.59, 3, -8.701E-11, 1.7062E-06, 1.35496, 1.7062E-06, 8.701E-11, 
DataValue, 1.62, 3, -9.099E-11, 1.8799000000000002E-06, 1.35164, 1.8799000000000002E-06, 9.099E-11, 
DataValue, 1.6500000000000001, 3, -1.0739E-10, 2.0348000000000004E-06, 1.36124, 2.0348000000000004E-06, 1.0739E-10, 
DataValue, 1.68, 3, -1.0602000000000001E-10, 2.1721000000000003E-06, 1.36652, 2.1721000000000003E-06, 1.0602000000000001E-10, 
DataValue, 1.71, 3, -7.746000000000001E-11, 2.3110000000000004E-06, 1.37624, 2.3110000000000004E-06, 7.746000000000001E-11, 
DataValue, 1.74, 3, -9.2810000000000013E-11, 2.4944E-06, 1.37872, 2.4944E-06, 9.2810000000000013E-11, 
DataValue, 1.77, 3, -8.3830000000000009E-11, 2.6909000000000004E-06, 1.38608, 2.6909000000000004E-06, 8.3830000000000009E-11, 
DataValue, 1.8, 3, -8.784E-11, 2.8531000000000003E-06, 1.3934799999999998, 2.8531000000000003E-06, 8.784E-11, 
DataValue, 1.83, 3, -9.6850000000000007E-11, 3.0839000000000002E-06, 1.3950399999999998, 3.0839000000000002E-06, 9.6850000000000007E-11, 
DataValue, 1.86, 3, -8.917E-11, 3.2015E-06, 1.40388, 3.2015E-06, 8.917E-11, 
DataValue, 1.8900000000000001, 3, -9.1910000000000009E-11, 3.5177000000000002E-06, 1.40624, 3.5177000000000002E-06, 9.1910000000000009E-11, 
DataValue, 1.92, 3, -9.1060000000000007E-11, 3.7216000000000005E-06, 1.41144, 3.7216000000000005E-06, 9.1060000000000007E-11, 
